timestamp,temperature_2m,humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,pressure,boundary_layer_height
2025-10-12 04:00:00,20.5,79,5.4,290,0.0,985.8,95.0
2025-10-12 05:00:00,20.6,86,5.4,310,0.0,986.4,115.0
2025-10-12 06:00:00,21.0,84,5.0,314,0.0,987.1,120.0
2025-10-12 07:00:00,22.1,79,6.3,305,0.0,987.7,140.0
2025-10-12 08:00:00,23.7,75,4.2,301,0.0,988.3,195.0
2025-10-12 09:00:00,25.6,68,4.2,301,0.0,988.7,315.0
2025-10-12 10:00:00,27.5,59,5.3,315,0.0,988.4,730.0
2025-10-12 11:00:00,29.0,49,6.5,304,0.0,988.3,1370.0
2025-10-12 12:00:00,30.1,42,6.9,307,0.0,987.6,1715.0
2025-10-12 13:00:00,30.6,39,8.5,314,0.0,986.7,1885.0
2025-10-12 14:00:00,30.7,38,9.7,320,0.0,986.1,1920.0
2025-10-12 15:00:00,30.3,39,9.9,325,0.0,985.7,1840.0
2025-10-12 16:00:00,29.6,43,8.5,328,0.0,985.8,1690.0
2025-10-12 17:00:00,28.0,48,6.5,316,0.0,985.6,375.0
2025-10-12 18:00:00,26.3,56,5.5,302,0.0,986.0,200.0
2025-10-12 19:00:00,25.5,61,5.5,281,0.0,986.4,130.0
2025-10-12 20:00:00,25.0,63,6.5,273,0.0,986.9,140.0
2025-10-12 21:00:00,24.4,65,6.7,276,0.0,987.2,130.0
2025-10-12 22:00:00,23.4,69,5.8,290,0.0,987.0,110.0
2025-10-12 23:00:00,22.9,74,5.3,315,0.0,987.5,120.0
2025-10-13 00:00:00,22.9,73,4.8,329,0.0,987.1,115.0
2025-10-13 01:00:00,22.3,74,4.8,318,0.0,986.7,105.0
2025-10-13 02:00:00,22.1,73,4.0,321,0.0,986.6,85.0
2025-10-13 03:00:00,21.9,72,3.9,338,0.0,986.3,65.0
2025-10-13 04:00:00,21.6,72,3.7,313,0.0,986.4,55.0
2025-10-13 05:00:00,20.4,85,4.2,277,0.0,986.9,45.0
2025-10-13 06:00:00,20.5,86,3.5,291,0.0,987.6,40.0
2025-10-13 07:00:00,21.8,81,4.0,280,0.0,988.4,55.0
2025-10-13 08:00:00,23.8,73,2.7,290,0.0,989.3,130.0
2025-10-13 09:00:00,26.1,63,2.8,310,0.0,989.8,280.0
2025-10-13 10:00:00,28.3,52,3.3,324,0.0,989.8,990.0
2025-10-13 11:00:00,29.7,41,3.9,326,0.0,989.5,1675.0
2025-10-13 12:00:00,30.9,36,3.8,315,0.0,988.7,1865.0
2025-10-13 13:00:00,31.5,34,3.7,305,0.0,988.3,1975.0
2025-10-13 14:00:00,31.7,33,3.9,304,0.0,987.3,2130.0
2025-10-13 15:00:00,31.6,33,4.5,307,0.0,986.8,2145.0
2025-10-13 16:00:00,30.9,34,5.4,312,0.0,986.5,2150.0
2025-10-13 17:00:00,28.7,53,2.7,318,0.0,986.9,190.0
2025-10-13 18:00:00,27.4,53,1.4,337,0.0,987.2,70.0
2025-10-13 19:00:00,27.0,54,0.4,297,0.0,987.7,20.0
2025-10-13 20:00:00,26.2,55,0.4,207,0.0,988.0,20.0
2025-10-13 21:00:00,25.2,59,1.7,193,0.0,988.1,35.0
2025-10-13 22:00:00,24.1,63,3.4,196,0.0,987.9,35.0
2025-10-13 23:00:00,23.1,73,4.0,207,0.0,987.8,30.0
2025-10-14 00:00:00,22.9,73,3.5,294,0.0,987.6,35.0
2025-10-14 01:00:00,23.0,70,1.8,281,0.0,987.1,35.0
2025-10-14 02:00:00,22.4,71,3.8,287,0.0,986.4,70.0
2025-10-14 03:00:00,21.8,70,4.7,293,0.0,985.9,90.0
2025-10-14 04:00:00,21.2,72,4.8,307,0.0,985.6,90.0
2025-10-14 05:00:00,21.1,78,4.2,295,0.0,985.8,65.0
2025-10-14 06:00:00,21.3,80,3.1,291,0.0,986.3,45.0
2025-10-14 07:00:00,22.8,73,3.8,265,0.0,986.9,45.0
2025-10-14 08:00:00,25.1,65,2.4,261,0.0,987.8,115.0
2025-10-14 09:00:00,27.7,52,2.2,279,0.0,988.3,470.0
2025-10-14 10:00:00,29.6,36,3.6,297,0.0,988.6,1420.0
2025-10-14 11:00:00,30.3,33,5.0,283,0.0,988.4,1570.0
2025-10-14 12:00:00,31.3,31,4.8,285,0.0,987.8,1700.0
2025-10-14 13:00:00,31.9,29,5.1,287,0.0,987.1,1940.0
2025-10-14 14:00:00,32.0,29,5.0,296,0.0,986.2,1975.0
2025-10-14 15:00:00,31.8,29,5.1,309,0.0,985.7,1990.0
2025-10-14 16:00:00,31.1,30,4.9,324,0.0,985.8,1975.0
2025-10-14 17:00:00,29.5,33,2.9,7,0.0,986.2,170.0
2025-10-14 18:00:00,27.9,45,1.3,56,0.0,986.4,155.0
2025-10-14 19:00:00,27.4,45,0.8,117,0.0,986.9,130.0
2025-10-14 20:00:00,26.7,47,1.2,141,0.0,987.2,80.0
2025-10-14 21:00:00,25.9,50,1.6,153,0.0,987.2,70.0
2025-10-14 22:00:00,25.6,50,0.9,169,0.0,987.1,65.0
2025-10-14 23:00:00,25.0,59,0.9,191,0.0,987.1,15.0
2025-10-15 00:00:00,24.6,60,0.7,194,0.0,986.7,15.0
2025-10-15 01:00:00,24.3,59,1.1,180,0.0,986.3,15.0
2025-10-15 02:00:00,24.3,59,0.7,166,0.0,985.9,15.0
2025-10-15 03:00:00,23.9,60,0.4,117,0.0,985.6,30.0
2025-10-15 04:00:00,23.2,62,0.2,360,0.0,985.4,55.0
2025-10-15 05:00:00,21.8,73,2.2,294,0.0,985.9,55.0
2025-10-15 06:00:00,21.2,77,3.4,252,0.0,986.6,40.0
2025-10-15 07:00:00,22.6,71,4.0,243,0.0,987.6,35.0
2025-10-15 08:00:00,25.0,61,2.3,288,0.0,988.5,100.0
2025-10-15 09:00:00,27.5,50,2.2,284,0.0,989.2,305.0
2025-10-15 10:00:00,29.6,35,2.9,277,0.0,989.1,1700.0
2025-10-15 11:00:00,30.5,31,4.9,276,0.0,988.7,2080.0
2025-10-15 12:00:00,31.3,28,5.2,274,0.0,988.1,2140.0
2025-10-15 13:00:00,31.8,28,5.4,270,0.0,987.3,2220.0
2025-10-15 14:00:00,31.9,28,5.8,270,0.0,986.4,2245.0
2025-10-15 15:00:00,31.6,28,6.0,279,0.0,986.2,2240.0
2025-10-15 16:00:00,30.9,29,6.0,297,0.0,986.0,2180.0
2025-10-15 17:00:00,29.5,33,3.6,357,0.0,986.0,295.0
2025-10-15 18:00:00,27.5,46,2.3,32,0.0,986.4,95.0
2025-10-15 19:00:00,27.2,48,0.4,180,0.0,986.7,25.0
2025-10-15 20:00:00,26.4,46,0.6,124,0.0,987.0,60.0
2025-10-15 21:00:00,25.7,48,1.2,63,0.0,986.9,50.0
2025-10-15 22:00:00,25.4,48,1.5,111,0.0,986.8,55.0
2025-10-15 23:00:00,24.2,58,2.3,180,0.0,986.6,25.0
2025-10-16 00:00:00,23.1,64,3.5,208,0.0,986.3,25.0
2025-10-16 01:00:00,22.2,67,3.9,242,0.0,986.0,25.0
2025-10-16 02:00:00,21.3,71,4.0,270,0.0,985.6,30.0
2025-10-16 03:00:00,20.8,70,4.7,254,0.0,985.5,40.0
2025-10-16 04:00:00,20.3,70,4.9,274,0.0,985.4,55.0
2025-10-16 05:00:00,20.2,75,4.8,281,0.0,986.0,65.0
2025-10-16 06:00:00,20.5,72,4.3,270,0.0,986.6,55.0
2025-10-16 07:00:00,22.0,65,5.8,263,0.0,987.3,50.0
2025-10-16 08:00:00,24.6,57,3.6,276,0.0,988.0,90.0
2025-10-16 09:00:00,27.5,46,3.5,305,0.0,988.7,285.0
2025-10-16 10:00:00,29.4,38,4.2,306,0.0,988.9,1510.0
2025-10-16 11:00:00,30.3,34,5.3,308,0.0,988.4,1585.0
2025-10-16 12:00:00,31.1,32,5.4,310,0.0,987.5,1565.0
2025-10-16 13:00:00,31.5,32,5.5,306,0.0,986.8,1735.0
2025-10-16 14:00:00,31.7,32,5.8,304,0.0,985.9,1745.0
2025-10-16 15:00:00,31.4,33,6.3,305,0.0,985.7,1745.0
2025-10-16 16:00:00,30.7,35,6.9,309,0.0,985.6,1760.0
2025-10-16 17:00:00,29.5,36,5.7,288,0.0,985.9,470.0
2025-10-16 18:00:00,28.0,42,3.8,315,0.0,986.1,225.0
2025-10-16 19:00:00,27.0,50,3.5,336,0.0,986.8,130.0
2025-10-16 20:00:00,26.7,51,1.7,328,0.0,987.4,75.0
2025-10-16 21:00:00,26.4,53,0.9,323,0.0,987.8,75.0
2025-10-16 22:00:00,26.0,54,0.4,153,0.0,987.8,55.0
2025-10-16 23:00:00,25.8,56,0.6,342,0.0,987.5,75.0
2025-10-17 00:00:00,25.2,56,0.8,297,0.0,987.6,65.0
2025-10-17 01:00:00,24.0,59,1.9,236,0.0,987.2,40.0
2025-10-17 02:00:00,22.3,66,3.7,241,0.0,987.0,35.0
2025-10-17 03:00:00,21.1,71,4.4,258,0.0,986.9,35.0
2025-10-17 04:00:00,20.4,74,4.8,259,0.0,986.9,45.0
2025-10-17 05:00:00,20.7,77,6.3,267,0.0,987.6,70.0
2025-10-17 06:00:00,20.8,77,4.7,279,0.0,988.4,60.0
2025-10-17 07:00:00,22.0,71,5.4,284,0.0,989.2,65.0
2025-10-17 08:00:00,24.4,61,3.4,288,0.0,989.9,125.0
2025-10-17 09:00:00,27.2,50,3.5,298,0.0,990.4,265.0
2025-10-17 10:00:00,29.5,45,4.0,321,0.0,990.2,1095.0
2025-10-17 11:00:00,30.6,39,5.9,315,0.0,989.9,1520.0
2025-10-17 12:00:00,31.5,37,5.4,320,0.0,989.0,1665.0
2025-10-17 13:00:00,32.1,36,5.7,325,0.0,988.2,1860.0
2025-10-17 14:00:00,32.3,35,5.7,332,0.0,987.1,1995.0
2025-10-17 15:00:00,32.1,35,5.5,341,0.0,986.7,2030.0
2025-10-17 16:00:00,31.4,36,6.2,350,0.0,986.5,1975.0
2025-10-17 17:00:00,30.1,39,4.7,332,0.0,986.7,545.0
2025-10-17 18:00:00,28.4,49,3.2,313,0.0,987.1,240.0
2025-10-17 19:00:00,27.5,53,3.2,286,0.0,987.5,155.0
2025-10-17 20:00:00,27.0,55,2.5,274,0.0,987.9,105.0
2025-10-17 21:00:00,26.2,55,2.2,246,0.0,987.9,55.0
2025-10-17 22:00:00,25.1,57,3.9,257,0.0,988.0,60.0
2025-10-17 23:00:00,24.8,62,4.1,241,0.0,987.9,65.0
2025-10-18 00:00:00,24.6,63,3.6,273,0.0,987.5,55.0
2025-10-18 01:00:00,23.9,65,4.2,306,0.0,987.5,55.0
2025-10-18 02:00:00,23.2,69,3.7,284,0.0,987.0,45.0
2025-10-18 03:00:00,22.5,71,3.8,281,0.0,986.9,40.0
2025-10-18 04:00:00,21.7,75,3.5,279,0.0,987.2,40.0
2025-10-18 05:00:00,21.7,80,4.4,258,0.0,987.5,55.0
2025-10-18 06:00:00,21.6,79,4.7,272,0.0,988.1,70.0
2025-10-18 07:00:00,22.4,75,4.9,262,0.0,988.7,90.0
2025-10-18 08:00:00,24.6,64,3.1,263,0.0,989.5,135.0
2025-10-18 09:00:00,27.4,52,3.4,270,0.0,990.0,300.0
2025-10-18 10:00:00,29.6,44,3.8,273,0.0,989.9,925.0
2025-10-18 11:00:00,30.9,38,3.4,286,0.0,989.5,1645.0
2025-10-18 12:00:00,32.2,34,2.2,279,0.0,988.5,2130.0
2025-10-18 13:00:00,32.9,31,1.5,225,0.0,987.3,2380.0
2025-10-18 14:00:00,33.2,30,2.2,194,0.0,986.2,2475.0
2025-10-18 15:00:00,33.2,29,3.8,163,0.0,985.6,2510.0
2025-10-18 16:00:00,32.4,30,5.5,153,0.0,985.6,2345.0
2025-10-18 17:00:00,30.8,32,1.3,146,0.0,985.9,100.0
2025-10-18 18:00:00,28.7,44,2.3,219,0.0,986.2,110.0
2025-10-18 19:00:00,28.1,50,1.7,229,0.0,986.7,80.0
2025-10-18 20:00:00,27.6,51,1.5,315,0.0,987.1,80.0
2025-10-18 21:00:00,27.1,53,1.3,304,0.0,987.2,45.0
2025-10-18 22:00:00,27.2,55,0.7,284,0.0,987.3,30.0
2025-10-18 23:00:00,26.9,56,0.9,349,0.0,987.1,60.0
2025-10-19 00:00:00,25.8,59,1.1,270,0.0,986.8,50.0
2025-10-19 01:00:00,24.8,63,1.5,263,0.0,986.4,40.0
2025-10-19 02:00:00,23.9,67,1.5,240,0.0,986.2,30.0
2025-10-19 03:00:00,23.2,69,2.6,214,0.0,986.1,30.0
2025-10-19 04:00:00,23.3,70,0.6,236,0.0,986.2,15.0
2025-10-19 05:00:00,23.0,76,1.8,24,0.0,986.7,40.0
2025-10-19 06:00:00,23.7,72,0.9,37,0.0,987.3,40.0
2025-10-19 07:00:00,24.6,68,2.7,132,0.0,988.2,60.0
2025-10-19 08:00:00,26.4,61,2.3,184,0.0,988.9,120.0
2025-10-19 09:00:00,28.8,50,1.6,207,0.0,989.6,395.0
2025-10-19 10:00:00,30.6,40,2.0,225,0.0,989.5,1340.0
2025-10-19 11:00:00,31.4,37,2.3,238,0.0,988.8,1840.0
2025-10-19 12:00:00,32.7,34,1.7,238,0.0,988.2,2140.0
2025-10-19 13:00:00,33.3,32,1.3,188,0.0,987.4,2335.0
2025-10-19 14:00:00,33.6,30,2.8,145,0.0,986.2,2490.0
2025-10-19 15:00:00,33.5,29,6.5,141,0.0,985.5,2515.0
2025-10-19 16:00:00,32.3,32,10.1,136,0.0,985.1,2105.0
2025-10-19 17:00:00,30.5,38,2.4,48,0.0,985.3,305.0
2025-10-19 18:00:00,29.0,51,0.9,307,0.0,985.8,45.0
2025-10-19 19:00:00,28.3,52,1.8,307,0.0,986.1,125.0
2025-10-19 20:00:00,27.5,52,3.1,336,0.0,986.3,120.0
2025-10-19 21:00:00,27.0,52,2.4,343,0.0,986.3,95.0
2025-10-19 22:00:00,26.7,54,1.0,329,0.0,986.7,55.0
2025-10-19 23:00:00,26.5,57,0.8,45,0.0,986.3,25.0
2025-10-20 00:00:00,26.2,55,0.4,207,0.0,986.3,10.0
2025-10-20 01:00:00,26.0,55,0.3,225,0.0,986.1,10.0
2025-10-20 02:00:00,26.0,54,0.6,108,0.0,986.0,35.0
2025-10-20 03:00:00,25.2,56,0.3,225,0.0,986.1,60.0
2025-10-20 04:00:00,24.0,60,2.5,300,0.0,986.0,70.0
2025-10-20 05:00:00,22.9,72,3.4,254,0.0,986.9,55.0
2025-10-20 06:00:00,22.8,74,1.8,246,0.0,987.3,35.0
2025-10-20 07:00:00,24.1,67,1.5,210,0.0,988.3,35.0
2025-10-20 08:00:00,26.2,58,1.5,135,0.0,988.9,125.0
2025-10-20 09:00:00,28.7,48,2.3,108,0.0,989.7,330.0
2025-10-20 10:00:00,30.5,40,3.9,114,0.0,989.4,1335.0
2025-10-20 11:00:00,31.6,35,5.8,112,0.0,988.9,2270.0
2025-10-20 12:00:00,32.8,31,7.1,109,0.0,988.3,2530.0
2025-10-20 13:00:00,33.1,30,8.0,110,0.0,987.5,2610.0
2025-10-20 14:00:00,33.0,29,8.3,112,0.0,986.4,2490.0
2025-10-20 15:00:00,32.6,30,8.2,112,0.0,985.9,2370.0
2025-10-20 16:00:00,32.1,30,8.0,117,0.0,985.9,2010.0
2025-10-20 17:00:00,30.7,36,8.5,84,0.0,985.8,1140.0
2025-10-20 18:00:00,29.6,41,4.3,62,0.0,986.4,580.0
2025-10-20 19:00:00,28.7,47,3.5,39,0.0,987.1,325.0
2025-10-20 20:00:00,28.0,51,3.3,41,0.0,987.2,220.0
2025-10-20 21:00:00,27.3,55,3.1,45,0.0,987.5,180.0
2025-10-20 22:00:00,26.5,57,3.2,71,0.0,987.7,155.0
2025-10-20 23:00:00,25.6,64,3.9,74,0.0,987.7,120.0
2025-10-21 00:00:00,24.8,68,3.4,90,0.0,987.5,95.0
2025-10-21 01:00:00,24.2,71,3.5,105,0.0,987.7,85.0
2025-10-21 02:00:00,23.6,74,3.5,99,0.0,987.7,70.0
2025-10-21 03:00:00,23.2,77,3.3,112,0.0,987.9,65.0
2025-10-21 04:00:00,22.7,79,3.3,131,0.0,987.8,60.0
2025-10-21 05:00:00,23.2,78,5.8,112,0.0,988.3,95.0
2025-10-21 06:00:00,23.8,77,4.1,165,0.0,989.0,135.0
2025-10-21 07:00:00,24.1,74,3.6,273,0.0,989.8,145.0
2025-10-21 08:00:00,25.9,64,2.6,168,0.0,990.7,175.0
2025-10-21 09:00:00,28.3,52,3.8,180,0.0,990.9,605.0
2025-10-21 10:00:00,30.1,43,4.9,156,0.0,990.8,1480.0
2025-10-21 11:00:00,30.3,40,7.0,132,0.0,990.2,1725.0
2025-10-21 12:00:00,30.4,39,5.4,146,0.1,989.5,1680.0
2025-10-21 13:00:00,30.4,39,7.1,146,0.1,988.8,1730.0
2025-10-21 14:00:00,30.1,40,7.0,148,0.1,987.9,1585.0
2025-10-21 15:00:00,29.9,41,5.6,165,0.1,987.5,1540.0
2025-10-21 16:00:00,29.3,42,6.0,177,0.0,987.4,985.0
2025-10-21 17:00:00,30.1,37,2.9,248,0.0,987.0,1550.0
2025-10-21 18:00:00,29.2,42,5.3,298,0.0,987.6,710.0
2025-10-21 19:00:00,28.2,49,4.6,342,0.0,988.1,290.0
2025-10-21 20:00:00,27.5,54,5.1,45,0.0,988.6,185.0
2025-10-21 21:00:00,26.6,59,5.2,65,0.0,988.6,155.0
2025-10-21 22:00:00,25.7,65,1.8,53,0.0,988.7,80.0
2025-10-21 23:00:00,25.9,67,0.7,166,0.0,988.7,15.0
2025-10-22 00:00:00,25.6,69,0.5,90,0.0,988.5,15.0
2025-10-22 01:00:00,25.2,69,1.0,45,0.0,988.7,80.0
2025-10-22 02:00:00,25.0,74,0.6,18,0.0,988.8,115.0
2025-10-22 03:00:00,24.7,75,0.0,270,0.0,988.7,120.0
2025-10-22 04:00:00,24.0,77,1.2,321,0.0,988.8,100.0
2025-10-22 05:00:00,23.8,85,0.9,143,0.0,988.6,40.0
2025-10-22 06:00:00,23.5,87,0.5,225,0.0,989.3,15.0
2025-10-22 07:00:00,24.1,84,3.9,292,0.0,990.2,70.0
2025-10-22 08:00:00,25.7,75,3.6,303,0.0,990.9,135.0
2025-10-22 09:00:00,28.2,61,3.9,304,0.0,991.3,355.0
2025-10-22 10:00:00,30.2,46,4.1,299,0.0,991.2,1280.0
2025-10-22 11:00:00,30.8,46,6.8,299,0.0,990.7,1675.0
2025-10-22 12:00:00,31.4,40,6.6,305,0.0,989.5,1630.0
2025-10-22 13:00:00,32.0,35,6.6,292,0.0,988.6,1865.0
2025-10-22 14:00:00,32.1,31,7.3,286,0.0,987.6,1855.0
2025-10-22 15:00:00,31.9,30,8.1,291,0.0,986.9,1885.0
2025-10-22 16:00:00,31.2,32,9.2,301,0.0,986.8,1835.0
2025-10-22 17:00:00,30.3,32,9.0,296,0.0,986.6,570.0
2025-10-22 18:00:00,29.5,32,8.8,311,0.0,987.1,495.0
2025-10-22 19:00:00,28.8,32,6.0,314,0.0,987.8,265.0
2025-10-22 20:00:00,27.8,34,5.1,309,0.0,988.3,160.0
2025-10-22 21:00:00,26.9,38,5.6,291,0.0,988.6,120.0
2025-10-22 22:00:00,25.8,43,5.2,301,0.0,988.4,100.0
2025-10-22 23:00:00,25.0,52,4.4,308,0.0,988.5,120.0
2025-10-23 00:00:00,24.6,52,5.4,300,0.0,988.5,120.0
2025-10-23 01:00:00,24.0,51,6.1,302,0.0,988.3,110.0
2025-10-23 02:00:00,23.3,51,5.6,295,0.0,987.8,100.0
2025-10-23 03:00:00,22.6,53,5.6,285,0.0,987.6,90.0
2025-10-23 04:00:00,22.0,54,5.0,300,0.0,987.6,85.0
2025-10-23 05:00:00,21.6,64,4.8,281,0.0,987.9,80.0
2025-10-23 06:00:00,21.2,68,4.8,295,0.0,988.6,90.0
2025-10-23 07:00:00,21.8,66,6.3,301,0.0,989.3,115.0
2025-10-23 08:00:00,23.7,59,4.0,306,0.0,990.0,150.0
2025-10-23 09:00:00,26.5,50,4.1,326,0.0,990.4,235.0
2025-10-23 10:00:00,29.2,42,5.8,340,0.0,990.3,705.0
2025-10-23 11:00:00,30.9,32,8.6,337,0.0,989.9,2135.0
2025-10-23 12:00:00,31.4,28,8.2,334,0.0,989.1,2350.0
2025-10-23 13:00:00,31.7,27,7.3,320,0.0,988.2,2420.0
2025-10-23 14:00:00,31.8,26,7.4,304,0.0,987.1,2500.0
2025-10-23 15:00:00,31.4,26,8.5,295,0.0,986.8,2435.0
2025-10-23 16:00:00,30.5,28,9.7,297,0.0,986.7,1865.0
2025-10-23 17:00:00,29.7,27,9.2,298,0.0,986.8,1010.0
2025-10-23 18:00:00,28.8,28,8.2,308,0.0,987.6,490.0
2025-10-23 19:00:00,28.2,30,5.0,314,0.0,987.9,355.0
2025-10-23 20:00:00,27.3,33,2.3,309,0.0,988.2,110.0
2025-10-23 21:00:00,26.6,34,1.4,293,0.0,988.3,55.0
2025-10-23 22:00:00,25.0,38,3.6,273,0.0,988.1,50.0
2025-10-23 23:00:00,24.3,47,4.1,272,0.0,988.2,60.0
2025-10-24 00:00:00,23.4,52,4.0,260,0.0,987.9,45.0
2025-10-24 01:00:00,22.5,56,3.3,248,0.0,987.5,30.0
2025-10-24 02:00:00,21.6,59,4.2,258,0.0,987.4,35.0
2025-10-24 03:00:00,20.8,64,5.2,266,0.0,987.2,50.0
2025-10-24 04:00:00,20.2,66,5.5,243,0.0,987.3,45.0
2025-10-24 05:00:00,20.2,73,6.0,265,0.0,987.8,55.0
2025-10-24 06:00:00,20.2,72,5.4,255,0.0,988.5,60.0
2025-10-24 07:00:00,21.2,66,6.0,253,0.0,989.2,65.0
2025-10-24 08:00:00,23.5,58,2.9,263,0.0,990.1,105.0
2025-10-24 09:00:00,26.6,45,2.4,279,0.0,990.5,185.0
2025-10-24 10:00:00,29.2,35,2.3,302,0.0,990.2,615.0
2025-10-24 11:00:00,30.5,27,3.1,280,0.0,989.8,2140.0
2025-10-24 12:00:00,31.6,24,3.7,305,0.0,989.0,2200.0
2025-10-24 13:00:00,32.1,23,4.3,315,0.0,987.9,2395.0
2025-10-24 14:00:00,32.2,22,4.8,326,0.0,986.9,2505.0
2025-10-24 15:00:00,31.8,24,5.8,326,0.0,986.2,2495.0
2025-10-24 16:00:00,30.8,26,6.5,330,0.0,986.1,2430.0
2025-10-24 17:00:00,29.0,29,3.2,360,0.0,986.2,265.0
2025-10-24 18:00:00,28.0,40,0.6,304,0.0,986.6,45.0
2025-10-24 19:00:00,27.3,39,1.4,140,0.0,986.9,45.0
2025-10-24 20:00:00,26.1,43,3.5,125,0.0,987.0,60.0
2025-10-24 21:00:00,25.3,50,1.7,122,0.0,987.4,50.0
2025-10-24 22:00:00,24.8,52,1.3,172,0.0,987.5,35.0
2025-10-24 23:00:00,23.8,53,3.3,193,0.0,987.2,40.0
2025-10-25 00:00:00,23.0,54,5.1,197,0.0,986.8,50.0
2025-10-25 01:00:00,22.2,53,6.0,209,0.0,986.2,45.0
2025-10-25 02:00:00,21.6,55,5.2,241,0.0,985.9,45.0
2025-10-25 03:00:00,20.9,58,4.9,246,0.0,985.8,45.0
2025-10-25 04:00:00,20.1,62,3.8,259,0.0,986.1,40.0
2025-10-25 05:00:00,19.7,76,3.4,295,0.0,987.2,55.0
2025-10-25 06:00:00,19.9,76,1.3,278,0.0,987.7,40.0
2025-10-25 07:00:00,21.2,69,1.7,212,0.0,988.3,20.0
2025-10-25 08:00:00,23.7,59,1.5,339,0.0,989.0,80.0
2025-10-25 09:00:00,26.7,46,1.3,352,0.0,989.5,200.0
2025-10-25 10:00:00,29.2,36,1.1,18,0.0,989.6,1670.0
2025-10-25 11:00:00,29.8,30,1.0,211,0.0,989.2,1990.0
2025-10-25 12:00:00,31.2,27,2.5,225,0.0,988.4,2270.0
2025-10-25 13:00:00,31.6,26,4.6,225,0.0,987.5,2305.0
2025-10-25 14:00:00,31.7,26,5.7,235,0.0,986.6,2315.0
2025-10-25 15:00:00,31.3,26,6.4,245,0.0,986.1,2315.0
2025-10-25 16:00:00,30.4,27,5.2,276,0.0,986.2,2215.0
2025-10-25 17:00:00,28.8,30,2.9,300,0.0,986.0,220.0
2025-10-25 18:00:00,27.4,33,3.6,354,0.0,986.4,350.0
2025-10-25 19:00:00,26.7,35,3.8,31,0.0,986.9,240.0
2025-10-25 20:00:00,26.0,40,2.7,70,0.0,987.3,100.0
2025-10-25 21:00:00,25.4,41,2.0,90,0.0,987.8,70.0
2025-10-25 22:00:00,24.6,44,2.1,110,0.0,988.1,55.0
2025-10-25 23:00:00,24.1,49,1.9,112,0.0,988.2,40.0
2025-10-26 00:00:00,23.5,52,1.1,108,0.0,988.3,30.0
2025-10-26 01:00:00,22.4,55,2.4,126,0.0,988.1,35.0
2025-10-26 02:00:00,21.3,59,4.5,127,0.0,987.9,35.0
2025-10-26 03:00:00,21.0,59,6.5,136,0.0,987.9,50.0
2025-10-26 04:00:00,20.0,64,5.0,125,0.0,987.8,45.0
2025-10-26 05:00:00,19.3,69,4.3,123,0.0,988.0,45.0
2025-10-26 06:00:00,18.9,70,4.8,117,0.0,988.5,50.0
2025-10-26 07:00:00,20.2,66,5.2,151,0.0,989.2,55.0
2025-10-26 08:00:00,22.7,59,3.6,120,0.0,990.1,90.0
2025-10-26 09:00:00,25.8,47,2.9,97,0.0,990.4,195.0
2025-10-26 10:00:00,28.2,38,4.0,111,0.0,990.3,645.0
2025-10-26 11:00:00,29.6,33,3.8,139,0.0,989.9,1385.0
2025-10-26 12:00:00,30.7,28,2.7,143,0.0,989.1,1655.0
2025-10-26 13:00:00,31.4,25,4.0,144,0.0,988.2,1980.0
2025-10-26 14:00:00,31.6,24,5.7,145,0.0,987.4,2165.0
2025-10-26 15:00:00,31.2,24,7.1,144,0.0,986.8,2155.0
2025-10-26 16:00:00,30.4,25,6.8,140,0.0,986.3,2000.0
2025-10-26 17:00:00,29.0,34,0.8,117,0.0,986.7,40.0
2025-10-26 18:00:00,27.7,36,0.9,11,0.0,987.0,50.0
2025-10-26 19:00:00,26.8,40,2.5,45,0.0,987.3,265.0
2025-10-26 20:00:00,26.2,44,1.6,90,0.0,988.1,145.0
2025-10-26 21:00:00,25.6,46,1.8,135,0.0,988.4,95.0
2025-10-26 22:00:00,24.9,49,1.5,111,0.0,988.2,60.0
2025-10-26 23:00:00,23.7,53,4.1,139,0.0,988.3,60.0
2025-10-27 00:00:00,22.6,59,4.3,132,0.0,988.0,50.0
2025-10-27 01:00:00,22.0,61,4.2,110,0.0,987.7,50.0
2025-10-27 02:00:00,21.5,62,4.4,122,0.0,987.5,45.0
2025-10-27 03:00:00,21.4,63,3.4,115,0.0,987.1,40.0
2025-10-27 04:00:00,20.9,65,2.5,111,0.0,987.2,45.0
2025-10-27 05:00:00,20.6,66,2.0,95,0.0,987.3,50.0
2025-10-27 06:00:00,20.3,68,2.2,55,0.0,987.8,60.0
2025-10-27 07:00:00,21.3,66,2.2,90,0.0,988.9,60.0
2025-10-27 08:00:00,23.4,57,3.3,49,0.0,989.7,100.0
2025-10-27 09:00:00,26.1,48,3.9,56,0.0,990.5,195.0
2025-10-27 10:00:00,28.5,39,4.3,68,0.0,990.4,840.0
2025-10-27 11:00:00,29.1,38,6.0,73,0.0,990.1,1480.0
2025-10-27 12:00:00,30.3,34,6.5,92,0.0,989.3,1720.0
2025-10-27 13:00:00,30.0,35,8.2,113,0.0,988.8,1900.0
2025-10-27 14:00:00,28.8,41,11.2,135,0.0,987.9,1625.0
2025-10-27 15:00:00,25.9,51,14.3,146,0.0,988.1,485.0
2025-10-27 16:00:00,24.8,48,9.2,147,0.0,988.1,295.0
2025-10-27 17:00:00,25.8,47,10.7,163,0.0,988.5,425.0
